bike_name,Price,Rating,Engine,Mileage,Max_Power,Fuel_Capacity,Top_Speed,Tyre_Type,Kerb_Weight,Max_Torque
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Hero HF Deluxe,57657,4.3,97 CC,70 Kmpl,8.02 PS,9.6 Liters,85 kmph,Tubeless,112 Kg,8.05 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Honda Shine,80852,4.1,123 CC,55 Kmpl,10.78 PS,10.5 Liters,90 kmph,Tubeless,113 Kg,11 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
Royal Enfield Himalayan 450,305736,4.7,452 CC,30 Kmpl,40.02 PS,17 Liters,135 kmph,Tube,195 Kg,40 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
